trip_id,trip_start_timestamp,trip_end_timestamp,driver_id,driver_name,source_location_address1,source_city,source_province_state,source_country,destination_location_address1,destination_city,destination_province_state,destination_country,total_distance,total_fare,trip_status,delay_start_time_mins,payment_method,payment_Status,customer_id,customer_name
1654,2023-04-20T23:17:52.9070000,2023-04-21T01:17:52.9070000,A14,Andrew,,Surat,MH,India,,Pune,MH,India,164,1864,Completed,6,Wallet,Completed,17,ABC13
1655,2023-04-21T01:17:52.9070000,2023-04-21T03:17:52.9070000,A15,Dinesh,,Hosur,KN,India,,Bangalore,KN,India,360,765,Completed,10,Wallet,Completed,18,ABC14
1656,2023-04-21T03:17:52.9070000,2023-04-21T05:17:52.9070000,A16,Stephen,,Kochi,TN,India,,Coimbatore,TN,India,375,1860,Completed,0,Credit/Online Banking,Confirmation awaiting from third party,19,ABC15
1657,2023-04-21T05:17:52.9070000,2023-04-21T07:17:52.9070000,A17,Steves,,Coimbatore,TN,India,,Salem,TN,India,174,1265,Completed,3,Wallet,Completed,20,ABC16
1658,2023-04-21T07:17:52.9070000,2023-04-21T09:17:52.9070000,A18,Akash,,Tanjavor,TN,India,,Trichy,TN,India,61,1113,Completed,8,Wallet,Completed,21,ABC17
1659,2023-04-21T09:17:52.9070000,2023-04-21T11:17:52.9070000,A19,Nihit,,Coimbatore,TN,India,,Chennai,TN,India,298,477,Completed,6,Cash,Cleared,22,ABC18
1660,2023-04-21T11:17:52.9070000,2023-04-21T13:17:52.9070000,A20,Vishal,,Hosur,KN,India,,Salem,TN,India,105,945,Completed,10,Cash,Cleared,23,ABC19
1661,2023-04-21T13:17:52.9070000,2023-04-21T15:17:52.9070000,A21,Arun,,Vijayawada,AP,India,,Hyderabad,TS,India,363,1708,Completed,4,Cash,Cleared,24,ABC20
1662,2023-04-21T15:17:52.9070000,2023-04-21T17:17:52.9070000,A22,Ganesh,,Agra,UP,India,,Delhi,NCR,India,245,780,Completed,2,Wallet,Completed,25,ABC21
1663,2023-04-21T17:17:52.9070000,2023-04-21T19:17:52.9070000,A23,Dhruv,,Salem,TN,India,,Chennai,TN,India,371,1647,Completed,1,Wallet,Completed,26,ABC22
1664,2023-04-21T19:17:52.9070000,2023-04-21T21:17:52.9070000,A24,Kumar,,Trichy,TN,India,,Madurai,TN,India,217,1781,Completed,2,Wallet,Completed,27,ABC23
1665,2023-04-21T21:17:52.9070000,2023-04-21T23:17:52.9070000,A25,Gopal,,Chennai,TN,India,,Bangalore,KN,India,265,1941,Completed,6,Wallet,Completed,28,ABC24
1666,2023-04-21T23:17:52.9070000,2023-04-22T01:17:52.9070000,A26,Akhil,,Kolkata,WB,India,,Agra,UP,India,324,892,Completed,1,Cash,Cleared,29,ABC25
1667,2023-04-22T01:17:52.9070000,2023-04-22T03:17:52.9070000,A27,Hima,,Mumbai,MH,India,,"Delhi ",NCR,India,294,1640,Completed,5,Cash,Cleared,30,ABC26
1668,2023-04-22T03:17:52.9070000,2023-04-22T05:17:52.9070000,A28,Jack,,Tirupathi,AP,India,,Hyderabad,TS,India,90,675,Completed,9,Cash,Cleared,31,ABC27
1669,2023-04-22T05:17:52.9070000,2023-04-22T07:17:52.9070000,A29,Manohar,,Tanjavur,TN,India,,Chennai,TN,India,355,1279,Completed,8,Wallet,Completed,32,ABC28
1670,2023-04-22T07:17:52.9070000,2023-04-22T09:17:52.9070000,A30,Pavan,,Delhi,NCR,India,,Amritsar,Punjab,India,114,1562,Completed,6,Wallet,Completed,33,ABC29
1671,2023-04-22T09:17:52.9070000,2023-04-22T11:17:52.9070000,A31,Nikshit,,Madurai,TN,India,,Kanchipuram,TN,India,255,209,Completed,3,Credit/Online Banking,Confirmation awaiting from third party,34,ABC30
1672,2023-04-22T11:17:52.9070000,2023-04-22T13:17:52.9070000,A32,Rahul,,Bangalore,KN,India,,Udupi,KN,India,91,1293,Completed,0,Cash,Cleared,35,ABC31
1673,2023-04-22T13:17:52.9070000,2023-04-22T15:17:52.9070000,A33,Umesh,,Bhopal,MP,India,,Indore,MP,India,380,1836,Completed,0,Wallet,Completed,36,ABC32
1674,2023-04-22T15:17:52.9070000,2023-04-22T17:17:52.9070000,A34,Pranav,,Pune,MH,India,,Surat,MH,India,142,803,Completed,8,Wallet,Completed,37,ABC33
1675,2023-04-22T17:17:52.9070000,2023-04-22T19:17:52.9070000,A35,Surya,,Bangalore,KN,India,,Hosur,KN,India,380,454,Completed,4,Cash,Cleared,38,ABC34
1676,2023-04-22T19:17:52.9070000,2023-04-22T21:17:52.9070000,A36,Kapil,,Coimbatore,TN,India,,Kochi,TN,India,320,258,Completed,3,Wallet,Completed,39,ABC35
1677,2023-04-22T21:17:52.9070000,2023-04-22T23:17:52.9070000,A37,Suresh,,Salem,TN,India,,Coimbatore,TN,India,279,1706,Completed,0,Credit/Online Banking,Confirmation awaiting from third party,1,ABC36
1678,2023-04-22T23:17:52.9070000,2023-04-23T01:17:52.9070000,A38,Ranjith,,Trichy,TN,India,,Tanjavor,TN,India,399,1471,Completed,3,Cash,Cleared,2,ABC37
1679,2023-04-23T01:17:52.9070000,2023-04-23T03:17:52.9070000,A39,Sadru,,Chennai,TN,India,,Coimbatore,TN,India,328,629,Completed,7,Credit/Online Banking,Confirmation awaiting from third party,3,ABC38
1680,2023-04-23T03:17:52.9070000,2023-04-23T05:17:52.9070000,A40,Ramesh,,Salem,TN,India,,Hosur,KN,India,82,114,Completed,5,Wallet,Completed,4,ABC39
1681,2023-04-23T05:17:52.9070000,2023-04-23T07:17:52.9070000,A1,Rama,,Hyderabad,TS,India,,Vijayawada,AP,India,100,408,Completed,3,Cash,Cleared,5,ABC0
1682,2023-04-23T07:17:52.9070000,2023-04-23T09:17:52.9070000,A2,Sam,,Delhi,NCR,India,,Agra,UP,India,170,414,Completed,0,Cash,Cleared,6,ABC1
1683,2023-04-23T09:17:52.9070000,2023-04-23T11:17:52.9070000,A3,Kevin,,Chennai,TN,India,,Salem,TN,India,399,778,Completed,4,Credit/Online Banking,Confirmation awaiting from third party,7,ABC2
1684,2023-04-23T11:17:52.9070000,2023-04-23T13:17:52.9070000,A4,Aaditya,,Madurai,TN,India,,Trichy,TN,India,348,1703,Completed,9,Cash,Cleared,8,ABC3
1685,2023-04-23T13:17:52.9070000,2023-04-23T15:17:52.9070000,A5,Sagar,,Bangalore,KN,India,,Chennai,TN,India,332,1190,Completed,1,Credit/Online Banking,Confirmation awaiting from third party,9,ABC4
1686,2023-04-23T15:17:52.9070000,2023-04-23T17:17:52.9070000,A6,David,,Agra,UP,India,,Kolkata,WB,India,263,1459,Completed,4,Cash,Cleared,10,ABC5
1687,2023-04-23T17:17:52.9070000,2023-04-23T19:17:52.9070000,A7,Nivaan,,"Delhi ",NCR,India,,Mumbai,MH,India,308,1617,Completed,9,Wallet,Completed,11,ABC6
1688,2023-04-23T19:17:52.9070000,2023-04-23T21:17:52.9070000,A8,Aarav,,Hyderabad,TS,India,,Tirupathi,AP,India,374,1505,Completed,10,Credit/Online Banking,Confirmation awaiting from third party,12,ABC7
1689,2023-04-23T21:17:52.9070000,2023-04-23T23:17:52.9070000,A9,Sadru,,Chennai,TN,India,,Tanjavur,TN,India,362,684,Completed,10,Credit/Online Banking,Confirmation awaiting from third party,13,ABC8
1690,2023-04-23T23:17:52.9070000,2023-04-24T01:17:52.9070000,A10,Amith,,Amritsar,Punjab,India,,Delhi,NCR,India,127,1574,Completed,4,Cash,Cleared,14,ABC9
1691,2023-04-24T01:17:52.9070000,2023-04-24T03:17:52.9070000,A11,Ajay,,Kanchipuram,TN,India,,Madurai,TN,India,118,595,Completed,5,Credit/Online Banking,Confirmation awaiting from third party,15,ABC10
1692,2023-04-24T03:17:52.9070000,2023-04-24T05:17:52.9070000,A12,Nihal,,Udupi,KN,India,,Bangalore,KN,India,300,1001,Completed,5,Credit/Online Banking,Confirmation awaiting from third party,16,ABC11
1693,2023-04-24T05:17:52.9070000,2023-04-24T07:17:52.9070000,A13,Saatvik,,Indore,MP,India,,Bhopal,MP,India,270,1418,Completed,8,Cash,Cleared,17,ABC12
1694,2023-04-24T07:17:52.9070000,2023-04-24T09:17:52.9070000,A14,Andrew,,Surat,MH,India,,Pune,MH,India,50,211,Completed,2,Credit/Online Banking,Confirmation awaiting from third party,18,ABC13
1695,2023-04-24T09:17:52.9070000,2023-04-24T11:17:52.9070000,A15,Dinesh,,Hosur,KN,India,,Bangalore,KN,India,156,377,Completed,8,Wallet,Completed,19,ABC14
1696,2023-04-24T11:17:52.9070000,2023-04-24T13:17:52.9070000,A16,Stephen,,Kochi,TN,India,,Coimbatore,TN,India,353,279,Completed,10,Cash,Cleared,20,ABC15
1697,2023-04-24T13:17:52.9070000,2023-04-24T15:17:52.9070000,A17,Steves,,Coimbatore,TN,India,,Salem,TN,India,150,745,Completed,4,Wallet,Completed,21,ABC16
1698,2023-04-24T15:17:52.9070000,2023-04-24T17:17:52.9070000,A18,Akash,,Tanjavor,TN,India,,Trichy,TN,India,178,157,Completed,7,Wallet,Completed,22,ABC17
1699,2023-04-24T17:17:52.9070000,2023-04-24T19:17:52.9070000,A19,Nihit,,Coimbatore,TN,India,,Chennai,TN,India,270,797,Completed,1,Credit/Online Banking,Confirmation awaiting from third party,23,ABC18
1700,2023-04-24T19:17:52.9070000,2023-04-24T21:17:52.9070000,A20,Vishal,,Hosur,KN,India,,Salem,TN,India,86,380,Completed,8,Cash,Cleared,24,ABC19
1701,2023-04-24T21:17:52.9070000,2023-04-24T23:17:52.9070000,A21,Arun,,Vijayawada,AP,India,,Hyderabad,TS,India,335,948,Completed,1,Cash,Cleared,25,ABC20
1702,2023-04-24T23:17:52.9070000,2023-04-25T01:17:52.9070000,A22,Ganesh,,Agra,UP,India,,Delhi,NCR,India,376,840,Completed,10,Wallet,Completed,26,ABC21
1703,2023-04-25T01:17:52.9070000,2023-04-25T03:17:52.9070000,A23,Dhruv,,Salem,TN,India,,Chennai,TN,India,127,133,Completed,10,Cash,Cleared,27,ABC22
1704,2023-04-25T03:17:52.9070000,2023-04-25T05:17:52.9070000,A24,Kumar,,Trichy,TN,India,,Madurai,TN,India,283,659,Completed,4,Credit/Online Banking,Confirmation awaiting from third party,28,ABC23
1705,2023-04-25T05:17:52.9070000,2023-04-25T07:17:52.9070000,A25,Gopal,,Chennai,TN,India,,Bangalore,KN,India,280,99,Completed,4,Credit/Online Banking,Confirmation awaiting from third party,29,ABC24
1706,2023-04-25T07:17:52.9070000,2023-04-25T09:17:52.9070000,A26,Akhil,,Kolkata,WB,India,,Agra,UP,India,342,1401,Completed,10,Wallet,Completed,30,ABC25
1707,2023-04-25T09:17:52.9070000,2023-04-25T11:17:52.9070000,A27,Hima,,Mumbai,MH,India,,"Delhi ",NCR,India,328,638,Completed,8,Cash,Cleared,31,ABC26
1708,2023-04-25T11:17:52.9070000,2023-04-25T13:17:52.9070000,A28,Jack,,Tirupathi,AP,India,,Hyderabad,TS,India,185,1437,Completed,2,Cash,Cleared,32,ABC27
1709,2023-04-25T13:17:52.9070000,2023-04-25T15:17:52.9070000,A29,Manohar,,Tanjavur,TN,India,,Chennai,TN,India,399,1403,Completed,10,Credit/Online Banking,Confirmation awaiting from third party,33,ABC28
1710,2023-04-25T15:17:52.9070000,2023-04-25T17:17:52.9070000,A30,Pavan,,Delhi,NCR,India,,Amritsar,Punjab,India,95,1343,Completed,4,Credit/Online Banking,Confirmation awaiting from third party,34,ABC29
1711,2023-04-25T17:17:52.9070000,2023-04-25T19:17:52.9070000,A31,Nikshit,,Madurai,TN,India,,Kanchipuram,TN,India,240,375,Completed,4,Wallet,Completed,35,ABC30
1712,2023-04-25T19:17:52.9070000,2023-04-25T21:17:52.9070000,A32,Rahul,,Bangalore,KN,India,,Udupi,KN,India,274,1466,Completed,6,Cash,Cleared,36,ABC31
1713,2023-04-25T21:17:52.9070000,2023-04-25T23:17:52.9070000,A33,Umesh,,Bhopal,MP,India,,Indore,MP,India,60,931,Completed,0,Credit/Online Banking,Confirmation awaiting from third party,37,ABC32
1714,2023-04-25T23:17:52.9070000,2023-04-26T01:17:52.9070000,A34,Pranav,,Pune,MH,India,,Surat,MH,India,78,1927,Completed,9,Cash,Cleared,38,ABC33
1715,2023-04-26T01:17:52.9070000,2023-04-26T03:17:52.9070000,A35,Surya,,Bangalore,KN,India,,Hosur,KN,India,215,1796,Completed,8,Wallet,Completed,39,ABC34
1716,2023-04-26T03:17:52.9070000,2023-04-26T05:17:52.9070000,A36,Kapil,,Coimbatore,TN,India,,Kochi,TN,India,342,1385,Completed,2,Wallet,Completed,0,ABC35
1717,2023-04-26T05:17:52.9070000,2023-04-26T07:17:52.9070000,A37,Suresh,,Salem,TN,India,,Coimbatore,TN,India,106,1281,Completed,0,Cash,Cleared,1,ABC36
1718,2023-04-26T07:17:52.9070000,2023-04-26T09:17:52.9070000,A38,Ranjith,,Trichy,TN,India,,Tanjavor,TN,India,252,455,Completed,10,Cash,Cleared,2,ABC37
1719,2023-04-26T09:17:52.9070000,2023-04-26T11:17:52.9070000,A39,Sadru,,Chennai,TN,India,,Coimbatore,TN,India,159,1649,Completed,4,Wallet,Completed,3,ABC38
1720,2023-04-26T11:17:52.9070000,2023-04-26T13:17:52.9070000,A40,Ramesh,,Salem,TN,India,,Hosur,KN,India,74,462,Completed,3,Cash,Cleared,4,ABC39
1721,2023-04-26T13:17:52.9070000,2023-04-26T15:17:52.9070000,A1,Rama,,Hyderabad,TS,India,,Vijayawada,AP,India,343,1340,Completed,1,Cash,Cleared,5,ABC0
1722,2023-04-26T15:17:52.9070000,2023-04-26T17:17:52.9070000,A2,Sam,,Delhi,NCR,India,,Agra,UP,India,268,1533,Completed,0,Wallet,Completed,6,ABC1
1723,2023-04-26T17:17:52.9070000,2023-04-26T19:17:52.9070000,A3,Kevin,,Chennai,TN,India,,Salem,TN,India,153,1497,Completed,0,Cash,Cleared,7,ABC2
1724,2023-04-26T19:17:52.9070000,2023-04-26T21:17:52.9070000,A4,Aaditya,,Madurai,TN,India,,Trichy,TN,India,102,962,Completed,0,Cash,Cleared,8,ABC3
1725,2023-04-26T21:17:52.9070000,2023-04-26T23:17:52.9070000,A5,Sagar,,Bangalore,KN,India,,Chennai,TN,India,155,242,Completed,5,Wallet,Completed,9,ABC4
1726,2023-04-26T23:17:52.9070000,2023-04-27T01:17:52.9070000,A6,David,,Agra,UP,India,,Kolkata,WB,India,72,569,Completed,6,Cash,Cleared,10,ABC5
1727,2023-04-27T01:17:52.9070000,2023-04-27T03:17:52.9070000,A7,Nivaan,,"Delhi ",NCR,India,,Mumbai,MH,India,277,1582,Completed,6,Credit/Online Banking,Confirmation awaiting from third party,11,ABC6
1728,2023-04-27T03:17:52.9070000,2023-04-27T05:17:52.9070000,A8,Aarav,,Hyderabad,TS,India,,Tirupathi,AP,India,172,74,Completed,1,Cash,Cleared,12,ABC7
1729,2023-04-27T05:17:52.9070000,2023-04-27T07:17:52.9070000,A9,Sadru,,Chennai,TN,India,,Tanjavur,TN,India,218,1883,Completed,3,Wallet,Completed,13,ABC8
1730,2023-04-27T07:17:52.9070000,2023-04-27T09:17:52.9070000,A10,Amith,,Amritsar,Punjab,India,,Delhi,NCR,India,74,875,Completed,3,Cash,Cleared,14,ABC9
1731,2023-04-27T09:17:52.9070000,2023-04-27T11:17:52.9070000,A11,Ajay,,Kanchipuram,TN,India,,Madurai,TN,India,226,1030,Completed,5,Cash,Cleared,15,ABC10
1732,2023-04-27T11:17:52.9070000,2023-04-27T13:17:52.9070000,A12,Nihal,,Udupi,KN,India,,Bangalore,KN,India,186,1889,Completed,1,Wallet,Completed,16,ABC11
1733,2023-04-27T13:17:52.9070000,2023-04-27T15:17:52.9070000,A13,Saatvik,,Indore,MP,India,,Bhopal,MP,India,194,1626,Completed,1,Wallet,Completed,17,ABC12
1734,2023-04-27T15:17:52.9070000,2023-04-27T17:17:52.9070000,A14,Andrew,,Surat,MH,India,,Pune,MH,India,162,494,Completed,8,Wallet,Completed,18,ABC13
1735,2023-04-27T17:17:52.9070000,2023-04-27T19:17:52.9070000,A15,Dinesh,,Hosur,KN,India,,Bangalore,KN,India,345,1933,Completed,2,Wallet,Completed,19,ABC14
1736,2023-04-27T19:17:52.9070000,2023-04-27T21:17:52.9070000,A16,Stephen,,Kochi,TN,India,,Coimbatore,TN,India,50,1861,Completed,4,Cash,Cleared,20,ABC15
1737,2023-04-27T21:17:52.9070000,2023-04-27T23:17:52.9070000,A17,Steves,,Coimbatore,TN,India,,Salem,TN,India,399,1456,Completed,10,Credit/Online Banking,Confirmation awaiting from third party,21,ABC16
1738,2023-04-27T23:17:52.9070000,2023-04-28T01:17:52.9070000,A18,Akash,,Tanjavor,TN,India,,Trichy,TN,India,139,536,Completed,9,Cash,Cleared,22,ABC17
1739,2023-04-28T01:17:52.9070000,2023-04-28T03:17:52.9070000,A19,Nihit,,Coimbatore,TN,India,,Chennai,TN,India,374,1390,Completed,1,Wallet,Completed,23,ABC18
1740,2023-04-28T03:17:52.9070000,2023-04-28T05:17:52.9070000,A20,Vishal,,Hosur,KN,India,,Salem,TN,India,284,546,Completed,1,Credit/Online Banking,Confirmation awaiting from third party,24,ABC19
1741,2023-04-28T05:17:52.9070000,2023-04-28T07:17:52.9070000,A21,Arun,,Vijayawada,AP,India,,Hyderabad,TS,India,197,215,Completed,4,Cash,Cleared,25,ABC20
1742,2023-04-28T07:17:52.9070000,2023-04-28T09:17:52.9070000,A22,Ganesh,,Agra,UP,India,,Delhi,NCR,India,389,829,Completed,8,Wallet,Completed,26,ABC21
1743,2023-04-28T09:17:52.9070000,2023-04-28T11:17:52.9070000,A23,Dhruv,,Salem,TN,India,,Chennai,TN,India,138,1206,Completed,6,Cash,Cleared,27,ABC22
1744,2023-04-28T11:17:52.9070000,2023-04-28T13:17:52.9070000,A24,Kumar,,Trichy,TN,India,,Madurai,TN,India,54,1223,Completed,3,Credit/Online Banking,Confirmation awaiting from third party,28,ABC23
1745,2023-04-28T13:17:52.9070000,2023-04-28T15:17:52.9070000,A25,Gopal,,Chennai,TN,India,,Bangalore,KN,India,255,1792,Completed,3,Credit/Online Banking,Confirmation awaiting from third party,29,ABC24
1746,2023-04-28T15:17:52.9070000,2023-04-28T17:17:52.9070000,A26,Akhil,,Kolkata,WB,India,,Agra,UP,India,75,1547,Completed,8,Wallet,Completed,30,ABC25
1747,2023-04-28T17:17:52.9070000,2023-04-28T19:17:52.9070000,A27,Hima,,Mumbai,MH,India,,"Delhi ",NCR,India,321,645,Completed,5,Credit/Online Banking,Confirmation awaiting from third party,31,ABC26
1748,2023-04-28T19:17:52.9070000,2023-04-28T21:17:52.9070000,A28,Jack,,Tirupathi,AP,India,,Hyderabad,TS,India,146,1613,Completed,0,Credit/Online Banking,Confirmation awaiting from third party,32,ABC27
1749,2023-04-28T21:17:52.9070000,2023-04-28T23:17:52.9070000,A29,Manohar,,Tanjavur,TN,India,,Chennai,TN,India,291,1370,Completed,1,Wallet,Completed,33,ABC28
1750,2023-04-28T23:17:52.9070000,2023-04-29T01:17:52.9070000,A30,Pavan,,Delhi,NCR,India,,Amritsar,Punjab,India,107,1243,Completed,8,Credit/Online Banking,Confirmation awaiting from third party,34,ABC29
1751,2023-04-29T01:17:52.9070000,2023-04-29T03:17:52.9070000,A31,Nikshit,,Madurai,TN,India,,Kanchipuram,TN,India,178,25,Completed,4,Wallet,Completed,35,ABC30
1752,2023-04-29T03:17:52.9070000,2023-04-29T05:17:52.9070000,A32,Rahul,,Bangalore,KN,India,,Udupi,KN,India,169,1392,Completed,9,Credit/Online Banking,Confirmation awaiting from third party,36,ABC31
1753,2023-04-29T05:17:52.9070000,2023-04-29T07:17:52.9070000,A33,Umesh,,Bhopal,MP,India,,Indore,MP,India,116,922,Completed,0,Cash,Cleared,37,ABC32
1754,2023-04-29T07:17:52.9070000,2023-04-29T09:17:52.9070000,A34,Pranav,,Pune,MH,India,,Surat,MH,India,239,1667,Completed,2,Credit/Online Banking,Confirmation awaiting from third party,38,ABC33
1755,2023-04-29T09:17:52.9070000,2023-04-29T11:17:52.9070000,A35,Surya,,Bangalore,KN,India,,Hosur,KN,India,278,1114,Completed,6,Wallet,Completed,39,ABC34
1756,2023-04-29T11:17:52.9070000,2023-04-29T13:17:52.9070000,A36,Kapil,,Coimbatore,TN,India,,Kochi,TN,India,392,1321,Completed,2,Wallet,Completed,0,ABC35
1757,2023-04-29T13:17:52.9070000,2023-04-29T15:17:52.9070000,A37,Suresh,,Salem,TN,India,,Coimbatore,TN,India,331,1438,Completed,7,Cash,Cleared,1,ABC36
1758,2023-04-29T15:17:52.9070000,2023-04-29T17:17:52.9070000,A38,Ranjith,,Trichy,TN,India,,Tanjavor,TN,India,210,1143,Completed,6,Wallet,Completed,2,ABC37
1759,2023-04-29T17:17:52.9070000,2023-04-29T19:17:52.9070000,A39,Sadru,,Chennai,TN,India,,Coimbatore,TN,India,378,1981,Completed,0,Wallet,Completed,3,ABC38
1760,2023-04-29T19:17:52.9070000,2023-04-29T21:17:52.9070000,A40,Ramesh,,Salem,TN,India,,Hosur,KN,India,137,1648,Completed,10,Credit/Online Banking,Confirmation awaiting from third party,4,ABC39
1761,2023-04-29T21:17:52.9070000,2023-04-29T23:17:52.9070000,A1,Rama,,Hyderabad,TS,India,,Vijayawada,AP,India,122,1801,Completed,5,Cash,Cleared,5,ABC0
1762,2023-04-29T23:17:52.9070000,2023-04-30T01:17:52.9070000,A2,Sam,,Delhi,NCR,India,,Agra,UP,India,58,1991,Completed,2,Credit/Online Banking,Confirmation awaiting from third party,6,ABC1
1763,2023-04-30T01:17:52.9070000,2023-04-30T03:17:52.9070000,A3,Kevin,,Chennai,TN,India,,Salem,TN,India,113,129,Completed,10,Wallet,Completed,7,ABC2
1764,2023-04-30T03:17:52.9070000,2023-04-30T05:17:52.9070000,A4,Aaditya,,Madurai,TN,India,,Trichy,TN,India,302,134,Completed,4,Wallet,Completed,8,ABC3
1765,2023-04-30T05:17:52.9070000,2023-04-30T07:17:52.9070000,A5,Sagar,,Bangalore,KN,India,,Chennai,TN,India,178,1798,Completed,10,Wallet,Completed,9,ABC4
1766,2023-04-30T07:17:52.9070000,2023-04-30T09:17:52.9070000,A6,David,,Agra,UP,India,,Kolkata,WB,India,295,1253,Completed,3,Cash,Cleared,10,ABC5
1767,2023-04-30T09:17:52.9070000,2023-04-30T11:17:52.9070000,A7,Nivaan,,"Delhi ",NCR,India,,Mumbai,MH,India,141,1682,Completed,10,Cash,Cleared,11,ABC6
1768,2023-04-30T11:17:52.9070000,2023-04-30T13:17:52.9070000,A8,Aarav,,Hyderabad,TS,India,,Tirupathi,AP,India,210,1373,Completed,0,Cash,Cleared,12,ABC7
1769,2023-04-30T13:17:52.9070000,2023-04-30T15:17:52.9070000,A9,Sadru,,Chennai,TN,India,,Tanjavur,TN,India,245,985,Completed,1,Credit/Online Banking,Confirmation awaiting from third party,13,ABC8
1770,2023-04-30T15:17:52.9070000,2023-04-30T17:17:52.9070000,A10,Amith,,Amritsar,Punjab,India,,Delhi,NCR,India,123,1879,Completed,9,Cash,Cleared,14,ABC9
1771,2023-04-30T17:17:52.9070000,2023-04-30T19:17:52.9070000,A11,Ajay,,Kanchipuram,TN,India,,Madurai,TN,India,267,1820,Completed,9,Cash,Cleared,15,ABC10
1772,2023-04-30T19:17:52.9070000,2023-04-30T21:17:52.9070000,A12,Nihal,,Udupi,KN,India,,Bangalore,KN,India,133,1684,Completed,4,Wallet,Completed,16,ABC11
1773,2023-04-30T21:17:52.9070000,2023-04-30T23:17:52.9070000,A13,Saatvik,,Indore,MP,India,,Bhopal,MP,India,364,1257,Completed,9,Credit/Online Banking,Confirmation awaiting from third party,17,ABC12
1774,2023-04-30T23:17:52.9070000,2023-05-01T01:17:52.9070000,A14,Andrew,,Surat,MH,India,,Pune,MH,India,331,1931,Completed,2,Wallet,Completed,18,ABC13
1775,2023-05-01T01:17:52.9070000,2023-05-01T03:17:52.9070000,A15,Dinesh,,Hosur,KN,India,,Bangalore,KN,India,55,526,Completed,8,Credit/Online Banking,Confirmation awaiting from third party,19,ABC14
1776,2023-05-01T03:17:52.9070000,2023-05-01T05:17:52.9070000,A16,Stephen,,Kochi,TN,India,,Coimbatore,TN,India,212,1342,Completed,4,Wallet,Completed,20,ABC15
1777,2023-05-01T05:17:52.9070000,2023-05-01T07:17:52.9070000,A17,Steves,,Coimbatore,TN,India,,Salem,TN,India,324,474,Completed,9,Cash,Cleared,21,ABC16
1778,2023-05-01T07:17:52.9070000,2023-05-01T09:17:52.9070000,A18,Akash,,Tanjavor,TN,India,,Trichy,TN,India,151,112,Completed,2,Wallet,Completed,22,ABC17
1779,2023-05-01T09:17:52.9070000,2023-05-01T11:17:52.9070000,A19,Nihit,,Coimbatore,TN,India,,Chennai,TN,India,261,280,Completed,4,Credit/Online Banking,Confirmation awaiting from third party,23,ABC18
1780,2023-05-01T11:17:52.9070000,2023-05-01T13:17:52.9070000,A20,Vishal,,Hosur,KN,India,,Salem,TN,India,218,1374,Completed,6,Cash,Cleared,24,ABC19
1781,2023-05-01T13:17:52.9070000,2023-05-01T15:17:52.9070000,A21,Arun,,Vijayawada,AP,India,,Hyderabad,TS,India,209,1347,Completed,10,Wallet,Completed,25,ABC20
1782,2023-05-01T15:17:52.9070000,2023-05-01T17:17:52.9070000,A22,Ganesh,,Agra,UP,India,,Delhi,NCR,India,369,1430,Completed,3,Cash,Cleared,26,ABC21
1783,2023-05-01T17:17:52.9070000,2023-05-01T19:17:52.9070000,A23,Dhruv,,Salem,TN,India,,Chennai,TN,India,266,571,Completed,1,Cash,Cleared,27,ABC22
1784,2023-05-01T19:17:52.9070000,2023-05-01T21:17:52.9070000,A24,Kumar,,Trichy,TN,India,,Madurai,TN,India,400,384,Completed,2,Wallet,Completed,28,ABC23
1785,2023-05-01T21:17:52.9070000,2023-05-01T23:17:52.9070000,A25,Gopal,,Chennai,TN,India,,Bangalore,KN,India,322,1860,Completed,4,Cash,Cleared,29,ABC24
1786,2023-05-01T23:17:52.9070000,2023-05-02T01:17:52.9070000,A26,Akhil,,Kolkata,WB,India,,Agra,UP,India,132,974,Completed,0,Credit/Online Banking,Confirmation awaiting from third party,30,ABC25
1787,2023-05-02T01:17:52.9070000,2023-05-02T03:17:52.9070000,A27,Hima,,Mumbai,MH,India,,"Delhi ",NCR,India,184,1736,Completed,5,Cash,Cleared,31,ABC26
1788,2023-05-02T03:17:52.9070000,2023-05-02T05:17:52.9070000,A28,Jack,,Tirupathi,AP,India,,Hyderabad,TS,India,390,513,Completed,8,Wallet,Completed,32,ABC27
1789,2023-05-02T05:17:52.9070000,2023-05-02T07:17:52.9070000,A29,Manohar,,Tanjavur,TN,India,,Chennai,TN,India,160,1999,Completed,10,Wallet,Completed,33,ABC28
1790,2023-05-02T07:17:52.9070000,2023-05-02T09:17:52.9070000,A30,Pavan,,Delhi,NCR,India,,Amritsar,Punjab,India,303,1351,Completed,9,Wallet,Completed,34,ABC29
1791,2023-05-02T09:17:52.9070000,2023-05-02T11:17:52.9070000,A31,Nikshit,,Madurai,TN,India,,Kanchipuram,TN,India,301,33,Completed,8,Cash,Cleared,35,ABC30
1792,2023-05-02T11:17:52.9070000,2023-05-02T13:17:52.9070000,A32,Rahul,,Bangalore,KN,India,,Udupi,KN,India,399,618,Completed,5,Cash,Cleared,36,ABC31
1793,2023-05-02T13:17:52.9070000,2023-05-02T15:17:52.9070000,A33,Umesh,,Bhopal,MP,India,,Indore,MP,India,284,1458,Completed,5,Cash,Cleared,37,ABC32
1794,2023-05-02T15:17:52.9070000,2023-05-02T17:17:52.9070000,A34,Pranav,,Pune,MH,India,,Surat,MH,India,101,153,Completed,10,Wallet,Completed,38,ABC33
